797.851562, -714.599609, 287.109375
693.359375, -873.779297, 535.156250
475.585938, -892.822266, 557.617188
304.199219, -862.548828, 709.960938
96.679688, -784.912109, 669.921875
-163.330078, -929.443359, 889.648438
-338.623047, -934.326172, 1138.671875
-595.947266, -994.384766, 1215.820312
-705.810547, -969.482422, 1298.828125
-616.943359, -773.193359, 1088.378906
-449.462891, -530.029297, 836.914062
-173.095703, -406.005859, 667.480469
23.925781, -353.759766, 431.152344
279.785156, -271.240234, 274.414062
645.996094, -206.787109, 188.476562
853.515625, -232.666016, 296.386719
931.152344, -399.169922, 562.011719
923.339844, -445.068359, 671.386719
833.007812, -520.263672, 758.300781
733.886719, -497.314453, 886.718750
544.921875, -446.044922, 914.062500
344.238281, -455.810547, 1016.601562
176.757812, -507.568359, 1116.210938
